35	The Angell Treaty restricted Chinese immigration temporarily overseas.	[791, 7568, 616, 52131, 22486, 8620, 15443, 28191, 25355, 13]	10	ok
36	The IWW emerged as a radical labour organisation.	[791, 358, 19522, 22763, 439, 264, 18336, 23791, 22139, 13]	10	ok
37	Railroads drove industrial growth in the United States rapidly.	[95150, 43791, 23980, 13076, 6650, 304, 279, 3723, 4273, 19019, 13]	11	ok
38	US-China relations strained over immigration legislation.	[2078, 98709, 4398, 73779, 927, 15443, 13543, 13]	8	autre
39	Costa Rica offers a perfect blend of nature and recovery.	[15289, 64, 53049, 6209, 264, 4832, 20955, 315, 7138, 323, 13654, 13]	12	ok
40	Costa Rica's premier medical tourism destination for quality care.	[15289, 64, 53049, 596, 21134, 6593, 32083, 9284, 369, 4367, 2512, 13]	12	ok
41	Medical tourism in Costa Rica offers diverse healthcare services.	[53654, 32083, 304, 32380, 53049, 6209, 17226, 18985, 3600, 13]	10	ok
42	Cost of medical treatment in Costa Rica is lower.	[15289, 315, 6593, 6514, 304, 32380, 53049, 374, 4827, 13]	10	ok
43	Medical tourists in Costa Rica opt for various treatments abroad.	[53654, 32753, 304, 32380, 53049, 3469, 369, 5370, 22972, 22917, 13]	11	ok
44	Medical Tours Costa Rica office provides excellent patient care services.	[53654, 57149, 32380, 53049, 5274, 5825, 9250, 8893, 2512, 3600, 13]	11	ok
45	Medical Tours Costa Rica pioneers medical travel to Costa Rica.	[53654, 57149, 32380, 53049, 83407, 6593, 5944, 311, 32380, 53049, 13]	11	ok
46	Health tourism in Costa Rica surges with plastic surgery.	[14884, 32083, 304, 32380, 53049, 1765, 4282, 449, 12466, 15173, 13]	11	ok
47	Costa Rica boasts highest life expectancy in Latin America.	[15289, 64, 53049, 38119, 8592, 2324, 66995, 304, 20023, 5270, 13]	11	ok
48	Costa Rica emerges as a healthcare destination for foreigners.	[15289, 64, 53049, 59696, 439, 264, 18985, 9284, 369, 48512, 13]	11	ok
49	Urine colors vary from pale yellow to dark amber shades.	[52, 40101, 8146, 13592, 505, 28639, 14071, 311, 6453, 68705, 37199, 13]	12	ok
50	Caffeine causes temporary urine color change in some individuals.	[34, 38880, 483, 11384, 13643, 40335, 1933, 2349, 304, 1063, 7931, 13]	12	ok
51	Color and clarity of urine indicate potential substance presence.	[1668, 323, 32373, 315, 40335, 13519, 4754, 20278, 9546, 13]	10	ok
52	Urine composition reveals body health issues.	[52, 40101, 18528, 21667, 2547, 2890, 4819, 13]	8	autre
53	Red urine may indicate disease or urinary system damage.	[6161, 40335, 1253, 13519, 8624, 477, 72735, 1887, 5674, 13]	10	ok
54	Dehydration can cause dark, colorless urine, a concerning sign.	[1951, 81824, 649, 5353, 6453, 11, 1933, 1752, 40335, 11, 264, 18815, 1879, 13]	14	ok
55	Dark urine indicates dehydration, while unusual colors signal potential issues.	[26915, 40335, 15151, 99857, 11, 1418, 19018, 8146, 8450, 4754, 4819, 13]	12	ok
56	Urine analysis reveals health issues through color, density, and smell.	[52, 40101, 6492, 21667, 2890, 4819, 1555, 1933, 11, 17915, 11, 323, 22843, 13]	14	ok
57	Dark urine is normal if it returns to normal color.	[26915, 40335, 374, 4725, 422, 433, 4780, 311, 4725, 1933, 13]	11	ok
58	Urine color reveals health state through subtle chemical changes.	[52, 40101, 1933, 21667, 2890, 1614, 1555, 27545, 11742, 4442, 13]	11	ok
59	Liver transplantation is often due to cirrhosis caused by various factors.	[83995, 98702, 374, 3629, 4245, 311, 30570, 41196, 10934, 9057, 555, 5370, 9547, 13]	14	ok
60	Inborn errors of bile acid synthesis cause severe liver disease.	[644, 16381, 6103, 315, 73394, 13935, 39975, 5353, 15748, 26587, 8624, 13]	12	ok
61	Autoimmune liver disease and thyroid disorders are closely linked.	[13556, 70155, 26587, 8624, 323, 54060, 24673, 527, 15499, 10815, 13]	11	ok
62	"Here is a nominal phrase with no repetition, at most 10 words, and at least 6 words:

Primary biliary cirrhosis causes liver damage and scarring."	[8586, 374, 264, 47855, 17571, 449, 912, 54515, 11, 520, 1455, 220, 605, 4339, 11, 323, 520, 3325, 220, 21, 4339, 1473, 16352, 293, 35546, 30570, 41196, 10934, 11384, 26587, 5674, 323, 1156, 20450, 13]	35	problèmes de génération
63	Liver cancer risk increases with cirrhosis from various causes.	[83995, 9572, 5326, 12992, 449, 30570, 41196, 10934, 505, 5370, 11384, 13]	12	ok
64	Peroxisome disorders affect bile acid synthesis and neurological function.	[47, 2382, 7339, 638, 24673, 7958, 73394, 13935, 39975, 323, 64908, 734, 13]	13	ok
65	"Here is a nominal phrase with no repetition, at most 10 words, and at least 6 words:

""Urinary cholanoids analysis detects neurological disorders with high accuracy."""	[8586, 374, 264, 47855, 17571, 449, 912, 54515, 11, 520, 1455, 220, 605, 4339, 11, 323, 520, 3325, 220, 21, 4339, 1473, 1, 55615, 3367, 523, 38872, 17390, 6492, 67578, 64908, 24673, 449, 1579, 13708, 1210]	36	problèmes de génération
66	Autoimmune Hepatitis is a liver disease caused by immune system damage.	[13556, 70155, 61245, 82801, 374, 264, 26587, 8624, 9057, 555, 22852, 1887, 5674, 13]	14	ok
67	"Here is a nominal phrase summarizing the text in 10 words or less:

""Pruritus is a primary symptom of cholestasis and bile issues.""

And here is a longer phrase summarizing the text in 6 words or more:

""Pruritus is a symptom of liver dysfunction."""	[8586, 374, 264, 47855, 17571, 29385, 4954, 279, 1495, 304, 220, 605, 4339, 477, 2753, 1473, 1, 3617, 324, 36891, 374, 264, 6156, 49648, 315, 523, 62095, 10949, 323, 73394, 4819, 2266, 3112, 1618, 374, 264, 5129, 17571, 29385, 4954, 279, 1495, 304, 220, 21, 4339, 477, 810, 1473, 1, 3617, 324, 36891, 374, 264, 49648, 315, 26587, 32403, 1210]	60	problèmes de génération
68	"Here is a nominal phrase with no repetition, at most 10 words, and at least 6 words:

""Primary Biliary Cirrhosis predominantly affects middle-aged women worldwide."""	[8586, 374, 264, 47855, 17571, 449, 912, 54515, 11, 520, 1455, 220, 605, 4339, 11, 323, 520, 3325, 220, 21, 4339, 1473, 1, 16352, 426, 35546, 42009, 41196, 10934, 47904, 22223, 6278, 57859, 3278, 15603, 1210]	36	problèmes de génération
69	People start year early to avoid winter's chill.	[16298, 1212, 1060, 4216, 311, 5766, 12688, 596, 37401, 13]	10	ok
70	Barley harvest timing determines Jewish New Year observance.	[3511, 3258, 24322, 18912, 27667, 13653, 1561, 9941, 9466, 685, 13]	11	ok
71	Barley is a versatile cereal grain with multiple uses worldwide.	[3511, 3258, 374, 264, 33045, 62233, 24875, 449, 5361, 5829, 15603, 13]	12	ok
72	Barley harvest affects calendar start, but not certainty.	[3511, 3258, 24322, 22223, 13470, 1212, 11, 719, 539, 44743, 13]	11	ok
73	Ancient Israel's harvest season spanned from April to November.	[89167, 1188, 6921, 596, 24322, 3280, 9575, 19212, 505, 5936, 311, 6841, 13]	13	ok
74	Barley is less cold tolerant than some winter crops.	[3511, 3258, 374, 2753, 9439, 74582, 1109, 1063, 12688, 31665, 13]	11	ok
75	Wheat ripens later than barley in the region.	[54, 20559, 24169, 729, 3010, 1109, 81817, 304, 279, 5654, 13]	11	ok
76	The claim is not supported by biblical evidence.	[791, 3802, 374, 539, 7396, 555, 53640, 6029, 13]	9	ok
77	Barley harvest typically begins in late March or early April.	[3511, 3258, 24322, 11383, 12302, 304, 3389, 5587, 477, 4216, 5936, 13]	12	ok
78	Pentecost marked the end of the grain harvest season.	[47, 306, 762, 537, 13160, 279, 842, 315, 279, 24875, 24322, 3280, 13]	13	ok
79	Left side under rib pain may be caused by serious conditions.	[5530, 3185, 1234, 20735, 6784, 1253, 387, 9057, 555, 6129, 4787, 13]	12	ok
80	Severe abdominal pain requires immediate medical attention and intervention.	[1542, 19846, 57056, 6784, 7612, 14247, 6593, 6666, 323, 21623, 13]	11	ok
81	Left side organs include spleen, stomach, and pancreas.	[5530, 3185, 36853, 2997, 87450, 268, 11, 23152, 11, 323, 62268, 300, 13]	13	ok
82	Rib cage is a structure formed by bones and sternum.	[99984, 36460, 374, 264, 6070, 14454, 555, 25896, 323, 58644, 372, 13]	12	ok
83	Damage to lower right ribs causes sharp pain under rib cage.	[25246, 311, 4827, 1314, 56249, 11384, 17676, 6784, 1234, 20735, 36460, 13]	12	ok
84	The abdominal organs are protected by the rib cage.	[791, 57056, 36853, 527, 2682, 555, 279, 20735, 36460, 13]	10	ok
85	The lungs and heart are the primary chest cavity organs.	[791, 45274, 323, 4851, 527, 279, 6156, 15489, 56429, 36853, 13]	11	ok
86	Pain radiates from left abdomen to left ribcage area.	[47, 467, 12164, 988, 505, 2163, 64772, 311, 2163, 20735, 66, 425, 3158, 13]	14	ok
87	Rib structure consists of head, neck, and shaft parts.	[99984, 6070, 17610, 315, 2010, 11, 13272, 11, 323, 31468, 5596, 13]	12	ok
88	Costochondritis causes sharp pain under ribs on the left side.	[15289, 47517, 38090, 11384, 17676, 6784, 1234, 56249, 389, 279, 2163, 3185, 13]	13	ok
89	Wheeler Services handles commercial concrete projects in the Southeast region.	[54, 383, 8023, 8471, 13777, 8518, 14509, 7224, 304, 279, 36664, 5654, 13]	13	ok
90	Steve named Chief Credit Officer of Lendmark Financial Services.	[38595, 7086, 14681, 16666, 20148, 315, 445, 408, 4075, 17961, 8471, 13]	12	ok
91	Wheeler Services specializes in concrete and landscaping construction projects.	[54, 383, 8023, 8471, 46672, 304, 14509, 323, 65118, 8246, 7224, 13]	12	ok
92	Dr. Wheeler graduated from Latvian Med Academy in 1977.	[9023, 13, 61446, 33109, 505, 10128, 85, 1122, 3344, 16192, 304, 220, 4468, 22, 13]	15	ok
93	Steve is a seasoned financial expert with extensive experience.	[38595, 374, 264, 52614, 6020, 6335, 449, 16781, 3217, 13]	10	ok
94	Steve Wheeler named Chief Credit Officer at Lendmark Financial.	[38595, 61446, 7086, 14681, 16666, 20148, 520, 445, 408, 4075, 17961, 13]	12	ok
95	Dr. Wheeler graduated from Latvian Medical Academy in 1977.	[9023, 13, 61446, 33109, 505, 10128, 85, 1122, 13235, 16192, 304, 220, 4468, 22, 13]	15	ok
96	Steve is a veteran and Chief Credit Officer at Lendmark.	[38595, 374, 264, 21487, 323, 14681, 16666, 20148, 520, 445, 408, 4075, 13]	13	ok
97	Verify insurance details with Dr. Wheeler's office directly always.	[33727, 8276, 3649, 449, 2999, 13, 61446, 596, 5274, 6089, 2744, 13]	12	ok
98	Wheeler Services is a licensed commercial contractor specializing in concrete.	[54, 383, 8023, 8471, 374, 264, 16383, 8518, 31072, 58394, 304, 14509, 13]	13	ok
99	DvoÅÃ¡k's father supported his musical career enthusiastically always.	[35, 3415, 106453, 117389, 19321, 40932, 74, 596, 7126, 7396, 813, 18273, 7076, 99325, 2744, 13]	16	ok
100	Dvorak was a musician despite his father's butcher trade.	[35, 37215, 587, 574, 264, 39844, 8994, 813, 7126, 596, 76194, 6696, 13]	13	ok
101	DvoÅÃ¡k was a renowned Bohemian composer of Romantic music.	[35, 3415, 106453, 117389, 19321, 40932, 74, 574, 264, 37048, 52450, 336, 1122, 40550, 315, 76830, 4731, 13]	18	ok
102	Dvorak's musical talent emerged early in rural Bohemia.	[35, 37215, 587, 596, 18273, 11005, 22763, 4216, 304, 19624, 52450, 22689, 13]	13	ok
103	Dvorak studied music despite his father's butcher trade background.	[35, 37215, 587, 20041, 4731, 8994, 813, 7126, 596, 76194, 6696, 4092, 13]	13	ok
104	Dvorak blended folk music into classical compositions effectively.	[35, 37215, 587, 55645, 29036, 4731, 1139, 29924, 62644, 13750, 13]	11	ok
105	Dvorak befriended Brahms and spent summers in Iowa town.	[35, 37215, 587, 58046, 462, 2954, 78084, 1026, 323, 7543, 80769, 304, 21357, 6424, 13]	15	ok
106	Dvorak was born in Nelahozeves village in 1841.	[35, 37215, 587, 574, 9405, 304, 89461, 29682, 3059, 2396, 14458, 304, 220, 10336, 16, 13]	16	ok
107	Dvorak's father was a butcher, but he pursued music instead.	[35, 37215, 587, 596, 7126, 574, 264, 76194, 11, 719, 568, 46531, 4731, 4619, 13]	15	ok
108	Dvorak was a musician despite his father's butcher trade.	[35, 37215, 587, 574, 264, 39844, 8994, 813, 7126, 596, 76194, 6696, 13]	13	ok
109	Medicare faces financial strain due to rising costs nationwide.	[13613, 81138, 12580, 6020, 26800, 4245, 311, 16448, 7194, 29054, 13]	11	ok
110	Benefits lag behind rising costs, a long-standing trend.	[85423, 22171, 4920, 16448, 7194, 11, 264, 1317, 56703, 9327, 13]	11	ok
111	Retirees face financial strain due to stagnant Social Security benefits.	[12289, 556, 288, 3663, 6020, 26800, 4245, 311, 97043, 9983, 8398, 7720, 13]	13	ok
112	Social Security benefits to remain unchanged in 2016 nationwide.	[27414, 8398, 7720, 311, 7293, 35957, 304, 220, 679, 21, 29054, 13]	12	ok
113	Social Security recipients to receive small increase in 2017 benefits.	[27414, 8398, 34876, 311, 5371, 2678, 5376, 304, 220, 679, 22, 7720, 13]	13	ok
114	Earnings limit remains at $41,880 for those turning 66.	[36, 15202, 4017, 8625, 520, 400, 3174, 11, 19272, 369, 1884, 13353, 220, 2287, 13]	15	ok
115	Benefits to rise 1.7% in 2015, below average increases.	[85423, 311, 10205, 220, 16, 13, 22, 4, 304, 220, 679, 20, 11, 3770, 5578, 12992, 13]	17	ok
116	Social Security benefits to rise by $2 annually nationwide.	[27414, 8398, 7720, 311, 10205, 555, 400, 17, 30171, 29054, 13]	11	ok
117	Medicare Part B premiums increased to $149 in 2017.	[13613, 81138, 3744, 426, 48607, 7319, 311, 400, 10161, 304, 220, 679, 22, 13]	14	ok
118	Social Security benefits unlikely to rise in 2017 significantly.	[27414, 8398, 7720, 17821, 311, 10205, 304, 220, 679, 22, 12207, 13]	12	ok
119	Villeray offers a unique blend of culture and laidback lifestyle.	[53, 15610, 352, 6209, 264, 5016, 20955, 315, 7829, 323, 17551, 1445, 19433, 13]	14	ok
120	DuProprio offers exposure and support for private sellers nationwide.	[43174, 2051, 10599, 6209, 14675, 323, 1862, 369, 879, 37249, 29054, 13]	12	ok
121	New Condos in Old Montreal, Quebec, Canada, for Sale.	[3648, 1221, 41625, 304, 10846, 30613, 11, 35195, 11, 7008, 11, 369, 13618, 13]	14	ok
122	LaSalle and Adamus projects offer new housing options.	[8921, 50, 5164, 323, 15387, 355, 7224, 3085, 502, 11983, 2671, 13]	12	ok
123	Montreal condo market offers numerous options for buyers nationwide.	[35515, 8110, 44200, 3157, 6209, 12387, 2671, 369, 23455, 29054, 13]	11	ok
124	In Old Montreal, unique condos with customized designs.	[644, 10846, 30613, 11, 5016, 88475, 449, 32789, 14769, 13]	10	ok
125	District Griffin is a Griffintown super condo development.	[48940, 41496, 374, 264, 28894, 396, 785, 2307, 44200, 4500, 13]	11	ok
126	Villeray offers a unique blend of culture and laidback lifestyle.	[53, 15610, 352, 6209, 264, 5016, 20955, 315, 7829, 323, 17551, 1445, 19433, 13]	14	ok
127	Downtown Montreal Real Estate Agents for Sale and Rent.	[35, 15876, 30613, 8976, 25447, 51354, 369, 13618, 323, 30837, 13]	11	ok
128	"Here is a nominal phrase summarizing the text in 10 words or less:

""Multiple condo projects for sale in Montreal neighborhoods."""	[8586, 374, 264, 47855, 17571, 29385, 4954, 279, 1495, 304, 220, 605, 4339, 477, 2753, 1473, 1, 33189, 44200, 7224, 369, 6412, 304, 30613, 33100, 1210]	26	problèmes de génération
129	Swinging Flashlight Test assesses pupillary reaction to bilateral stimulation.	[13521, 24992, 17710, 4238, 3475, 8720, 288, 15241, 35605, 13010, 311, 52303, 41959, 13]	14	ok
130	Pupillary reflexes regulate eye size in response to stimuli.	[47, 455, 35605, 33766, 288, 37377, 8071, 1404, 304, 2077, 311, 56688, 13]	13	ok
131	Pupils constrict in response to light and near objects.	[47, 455, 8839, 390, 6765, 304, 2077, 311, 3177, 323, 3221, 6302, 13]	13	ok
132	Normal pupillary reflex response is a common indicator.	[12484, 15241, 35605, 33766, 2077, 374, 264, 4279, 21070, 13]	10	ok
133	Ocular problems can cause direct response defects.	[46, 22077, 5435, 649, 5353, 2167, 2077, 42655, 13]	9	ok
134	Abnormal pupillary reflex indicates retina or optic nerve damage.	[5953, 8416, 15241, 35605, 33766, 15151, 84827, 477, 81209, 32015, 5674, 13]	12	ok
135	Sympathetic and parasympathetic systems regulate pupillary constriction balance.	[35767, 1331, 589, 5411, 323, 1370, 6539, 1331, 589, 5411, 6067, 37377, 15241, 35605, 19477, 2538, 8335, 13]	18	ok
136	"Here is a nominal phrase summarizing the text in 10 words or less:

Autonomic nervous system controls pupillary reflexes and salivary response.

And here is a longer phrase with at least 6 words:

Autonomic nervous system regulates pupillary and salivary functions."	[8586, 374, 264, 47855, 17571, 29385, 4954, 279, 1495, 304, 220, 605, 4339, 477, 2753, 1473, 20175, 48228, 23418, 1887, 11835, 15241, 35605, 33766, 288, 323, 4371, 344, 661, 2077, 382, 3112, 1618, 374, 264, 5129, 17571, 449, 520, 3325, 220, 21, 4339, 1473, 20175, 48228, 23418, 1887, 80412, 15241, 35605, 323, 4371, 344, 661, 5865, 13]	57	problèmes de génération
137	Direct and consensual light reactions occur in both pupils normally.	[16411, 323, 1615, 67829, 3177, 25481, 12446, 304, 2225, 45172, 14614, 13]	12	ok
138	Direct illumination aids in observing pupil response accurately always.	[16411, 77052, 52797, 304, 46071, 61072, 2077, 30357, 2744, 13]	10	ok
139	Keswick, VA lacks census data, using 22947 instead.	[42, 288, 21878, 11, 21571, 37856, 44702, 828, 11, 1701, 220, 14378, 2618, 4619, 13]	15	ok
140	Charlottesville, Virginia, has a population of 201,559 residents.	[4873, 75, 61670, 11, 13286, 11, 706, 264, 7187, 315, 220, 679, 11, 22424, 11062, 13]	16	ok
141	Location's population growth depends on TDP ratio and density.	[4812, 596, 7187, 6650, 14117, 389, 350, 10510, 11595, 323, 17915, 13]	12	ok
142	Keswick, Virginia, USA, ZIP Code 22947, Albemarle County.	[42, 288, 21878, 11, 13286, 11, 7427, 11, 57774, 6247, 220, 14378, 2618, 11, 32672, 336, 277, 273, 6406, 13]	20	ok
143	Keswick, VA has limited geographic coverage and data.	[42, 288, 21878, 11, 21571, 706, 7347, 46139, 10401, 323, 828, 13]	12	ok
144	Keswick's per capita income is relatively high nationwide.	[42, 288, 21878, 596, 824, 53155, 8070, 374, 12309, 1579, 29054, 13]	12	ok
145	Keswick, Virginia census data and community profile available online.	[42, 288, 21878, 11, 13286, 44702, 828, 323, 4029, 5643, 2561, 2930, 13]	13	ok
146	Keswick, Virginia, is a rural area in Albemarle County.	[42, 288, 21878, 11, 13286, 11, 374, 264, 19624, 3158, 304, 32672, 336, 277, 273, 6406, 13]	17	ok
147	Small town life fosters rapid public knowledge dissemination always.	[26375, 6424, 2324, 37413, 388, 11295, 586, 6677, 87764, 2744, 13]	11	ok
148	Keswick Iowa population statistics for 2017 and 2018.	[42, 288, 21878, 21357, 7187, 13443, 369, 220, 679, 22, 323, 220, 679, 23, 13]	15	ok
149	Oral phase involves tongue, mandible, and lips in food preparation.	[2244, 278, 10474, 18065, 25466, 11, 11837, 1260, 11, 323, 23726, 304, 3691, 18459, 13]	15	ok
150	Swallowing is a complex process involving multiple organs.	[13521, 7331, 287, 374, 264, 6485, 1920, 16239, 5361, 36853, 13]	11	ok
151	Oral preparatory phase involves voluntary chewing and tasting.	[2244, 278, 10073, 5382, 10474, 18065, 37079, 75477, 323, 47500, 13]	11	ok
152	Swallowing reflex initiates in anterior faucial arches.	[13521, 7331, 287, 33766, 12961, 988, 304, 37229, 50886, 532, 5438, 288, 13]	13	ok
153	Swallowing disorders affect elderly, causing dehydration and respiratory issues.	[13521, 7331, 287, 24673, 7958, 29920, 11, 14718, 99857, 323, 42631, 4819, 13]	13	ok
154	Swallowing difficulties arise from various underlying causes and conditions.	[13521, 7331, 287, 27129, 31889, 505, 5370, 16940, 11384, 323, 4787, 13]	12	ok
155	Aging affects tongue function, leading to swallowing disorders.	[32, 3252, 22223, 25466, 734, 11, 6522, 311, 91747, 24673, 13]	11	ok
156	Deglutition is a complex process involving three stages.	[46757, 87954, 684, 374, 264, 6485, 1920, 16239, 2380, 18094, 13]	11	ok
157	Swallowing involves lip closure and jaw rotation mechanisms.	[13521, 7331, 287, 18065, 19588, 22722, 323, 16942, 12984, 24717, 13]	11	ok
158	Understanding normal swallowing is key to treating impaired swallowing.	[71251, 4725, 91747, 374, 1401, 311, 27723, 50160, 91747, 13]	10	ok
159	Sorrento, LA, has a population of 1,589 residents.	[50, 49809, 78, 11, 13256, 11, 706, 264, 7187, 315, 220, 16, 11, 22905, 11062, 13]	16	ok
160	Sorrento, named after Italian town, founded in 1909.	[50, 49809, 78, 11, 7086, 1306, 15155, 6424, 11, 18538, 304, 220, 7028, 24, 13]	15	ok
161	Ascension Parish Tourism Commission's financial statements for 2010.	[41203, 2711, 60347, 52652, 9849, 596, 6020, 12518, 369, 220, 679, 15, 13]	13	ok
162	Sorrento, Louisiana is located in Ascension Parish, with median home price.	[50, 49809, 78, 11, 29974, 374, 7559, 304, 40660, 2711, 60347, 11, 449, 23369, 2162, 3430, 13]	17	ok
163	Sorrento, Louisiana, named after Italian honeymoon destination.	[50, 49809, 78, 11, 29974, 11, 7086, 1306, 15155, 84893, 9284, 13]	12	ok
164	Sorrento is a small town in Louisiana with growing development.	[50, 49809, 78, 374, 264, 2678, 6424, 304, 29974, 449, 7982, 4500, 13]	13	ok
165	Flooding worsens in southeast Louisiana, residents prepare for evacuations.	[93387, 3785, 47293, 729, 304, 42552, 29974, 11, 11062, 10772, 369, 30520, 38170, 13]	14	ok
166	Sorrento, Louisiana, a town in Ascension Parish, United States.	[50, 49809, 78, 11, 29974, 11, 264, 6424, 304, 40660, 2711, 60347, 11, 3723, 4273, 13]	16	ok
167	Sorrento, Louisiana has 7 registered sex offenders.	[50, 49809, 78, 11, 29974, 706, 220, 22, 9879, 1877, 41702, 13]	12	ok
168	Sorrento, LA Demographics Reflect French and Italian Heritage.	[50, 49809, 78, 11, 13256, 4829, 45245, 35698, 8753, 323, 15155, 34243, 13]	13	ok
169	Monks Mound is the largest Mississippian earthwork structure.	[11342, 2857, 386, 801, 374, 279, 7928, 9083, 1056, 2877, 1122, 9578, 1816, 6070, 13]	15	ok
170	Mississippian Period innovation involved crushed mussel shell pottery.	[36412, 1056, 2877, 1122, 26572, 19297, 6532, 33745, 36241, 301, 12811, 83763, 13]	13	ok
171	Ancient earthworks built by laborers over centuries.	[89167, 1188, 9578, 19033, 5918, 555, 9511, 388, 927, 24552, 13]	11	ok
